lambda,offset,r,oos
0.0,146,0.11,-0.046384065541124696
0.0,146,0.12,-0.04649994676738234
0.0,146,0.13,-0.04661771483662627
0.0,146,0.14,-0.04673814772165439
0.0,147,0.01,0.028528687007918104
0.0,147,0.02,0.02858164429429314
0.0,147,0.03,0.02870962998479769
0.0,147,0.04,0.028808690129973266
0.0,147,0.05,0.028489083070634247
0.0,147,0.060000000000000005,0.029009998845155052
0.0,147,0.06999999999999999,0.02910073124653173
0.0,147,0.08,0.029174215422915623
0.0,147,0.09,0.029274512546448757
0.0,147,0.09999999999999999,0.029354140283167435
0.0,147,0.11,0.02913122331131235
0.0,147,0.12,0.029528080936296847
0.0,147,0.13,0.029124028638618116
0.0,147,0.14,0.02970600695199514
0.0,148,0.01,-0.00603641248133719
0.0,148,0.02,-0.006557303030051075
0.0,148,0.03,-0.0070182178889173635
0.0,148,0.04,-0.007587248815327624
0.0,148,0.05,-0.0078105673527298115
0.0,148,0.060000000000000005,-0.008420659532288105
0.0,148,0.06999999999999999,-0.00887706274888352
0.0,148,0.08,-0.009301362024640686
0.0,148,0.09,-0.009809669197503743
0.0,148,0.09999999999999999,-0.010226297877017579
0.0,148,0.11,-0.010665221811830118
0.0,148,0.12,-0.011043461466268776
0.0,148,0.13,-0.011508542002019886
0.0,148,0.14,-0.011939602144315194
0.0,149,0.01,-0.006613541853979837
0.0,149,0.02,-0.0062842962157574865
0.0,149,0.03,-0.006080394456730908
0.0,149,0.04,-0.005728472416355828
0.0,149,0.05,-0.005411994729361425
0.0,149,0.060000000000000005,-0.005123362132466827
0.0,149,0.06999999999999999,-0.004824680455576874
0.0,149,0.08,-0.00455204345048619
0.0,149,0.09,-0.004266177975823467
0.0,149,0.09999999999999999,-0.00398581768966446
0.0,149,0.11,-0.003741750078325806
0.0,149,0.12,-0.0035189219103670677
0.0,149,0.13,-0.003209774914703638
0.0,149,0.14,-0.0029845324794999864
0.0,150,0.01,-0.0005933294535253666
0.0,150,0.02,-0.0008023136221644977
0.0,150,0.03,-0.0010161125212992958
0.0,150,0.04,-0.0009354408026469464
0.0,150,0.05,-0.001419773508093523
0.0,150,0.060000000000000005,-0.0016527219089572647
0.0,150,0.06999999999999999,-0.0018637912631944264
0.0,150,0.08,-0.0020449104264521458
0.0,150,0.09,-0.0019395377736233666
0.0,150,0.09999999999999999,-0.002478089131389716
0.0,150,0.11,-0.002641999033756186
0.0,150,0.12,-0.002846653893007197
0.0,150,0.13,-0.0030571783709684637
0.0,150,0.14,-0.003248634756095326
0.0,151,0.01,-0.0005933294535253666
0.0,151,0.02,-0.00019636364936614133
0.0,151,0.03,-0.0010161125212992958
0.0,151,0.04,-0.0012270478489069397
0.0,151,0.05,-0.001419773508093523
0.0,151,0.060000000000000005,-0.0016527219089572647
0.0,151,0.06999999999999999,-0.001522016423846479
0.0,151,0.08,-0.0018115079812168824
0.0,151,0.09,-0.0019395377736233666
0.0,151,0.09999999999999999,-0.002478089131389716
0.0,151,0.11,-0.002641999033756186
0.0,151,0.12,-0.002072942042108431
0.0,151,0.13,-0.00239783623775874
0.0,151,0.14,-0.003248634756095326
0.0,152,0.01,-0.0005933294535253666
0.0,152,0.02,-0.0008023136221644977
0.0,152,0.03,-0.0010161125212992958
0.0,152,0.04,-0.0012270478489069397
0.0,152,0.05,-0.001419773508093523
0.0,152,0.060000000000000005,-0.0016527219089572647
0.0,152,0.06999999999999999,-0.0018637912631944264
0.0,152,0.08,-0.0018115079812168824
0.0,152,0.09,-0.0019395377736233666
0.0,152,0.09999999999999999,-0.002478089131389716
0.0,152,0.11,-0.002625803399612328
0.0,152,0.12,-0.002072942042108431
0.0,152,0.13,-0.00239783623775874
0.0,152,0.14,-0.002922111021634225
0.0,153,0.01,0.005081309266346587
0.0,153,0.02,0.009549250273483748
0.0,153,0.03,0.009746003482894507
0.0,153,0.04,0.009893446946173558
0.0,153,0.05,0.010059984616140213
0.0,153,0.060000000000000005,0.01023997929876218
0.0,153,0.06999999999999999,0.010404388411210885
0.0,153,0.08,0.01058057479825761
0.0,153,0.09,0.010724316035778038
0.0,153,0.09999999999999999,0.010889997732659988
0.0,153,0.11,0.011038964913728163
0.0,153,0.12,0.01119784451280675
0.0,153,0.13,0.011310341859488149
0.0,153,0.14,0.011517349722993274
0.0,154,0.01,0.010703794704829657
0.0,154,0.02,0.010623142607379059
0.0,154,0.03,0.010549769706866736
0.0,154,0.04,0.010473237565411454
0.0,154,0.05,0.010412261142185034
0.0,154,0.060000000000000005,0.010333900852760706
0.0,154,0.06999999999999999,0.010265409459111663
0.0,154,0.08,0.010203362070883588
0.0,154,0.09,0.010139934570140615
0.0,154,0.09999999999999999,0.01007639191486739
0.0,154,0.11,0.010023286302293866
0.0,154,0.12,0.009951735148714414
0.0,154,0.13,0.009883872436639943
0.0,154,0.14,0.00982662189984734
0.0,155,0.01,-0.005993680907557992
0.0,155,0.02,-0.006015784949462147
0.0,155,0.03,-0.006042298146140336
0.0,155,0.04,-0.0059627985499140276
0.0,155,0.05,-0.006049593117217655
0.0,155,0.060000000000000005,-0.006097500926078892
0.0,155,0.06999999999999999,-0.006127979721654966
0.0,155,0.08,-0.006118297092632304
0.0,155,0.09,-0.006097826599489306
0.0,155,0.09999999999999999,-0.006168899293158195
0.0,155,0.11,-0.006209717910310851
0.0,155,0.12,-0.0062239070207940565
0.0,155,0.13,-0.006238026487363497
0.0,155,0.14,-0.006231484795819181
0.0,156,0.01,0.014936815125138142
0.0,156,0.02,0.015103040704418862
0.0,156,0.03,0.015440194593148309
0.0,156,0.04,0.01568644160394917
0.0,156,0.05,0.015902904078837276
0.0,156,0.060000000000000005,0.015998688259013794
0.0,156,0.06999999999999999,0.016382025461125903
0.0,156,0.08,0.016467419458483228
0.0,156,0.09,0.016879381240516595
0.0,156,0.09999999999999999,0.01713158889858972
0.0,156,0.11,0.017379423230146948
0.0,156,0.12,0.01745683907479622
0.0,156,0.13,0.017404859495181304
0.0,156,0.14,0.017765256009441618
0.0,157,0.01,-0.005079802581753827
0.0,157,0.02,-0.004976314413182565
0.0,157,0.03,-0.005392020792264913
0.0,157,0.04,-0.00478976949703544
0.0,157,0.05,-0.004695996662660305
0.0,157,0.060000000000000005,-0.004852764184727017
0.0,157,0.06999999999999999,-0.004513268318801678
0.0,157,0.08,-0.004413012224074405
0.0,157,0.09,-0.004303009752557935
0.0,157,0.09999999999999999,-0.004204896036576317
0.0,157,0.11,-0.004148318173133101
0.0,157,0.12,-0.004009892872954589
0.0,157,0.13,-0.003925083672711372
0.0,157,0.14,-0.0038203561847077825
0.0,158,0.01,-0.005074107067219928
0.0,158,0.02,-0.004976314413182565
0.0,158,0.03,-0.004882302554850036
0.0,158,0.04,-0.004790231955531155
0.0,158,0.05,-0.004695996662660305
0.0,158,0.060000000000000005,-0.004852764184727017
0.0,158,0.06999999999999999,-0.004504829602744325
0.0,158,0.08,-0.004413012224074405
0.0,158,0.09,-0.004303009752557935
0.0,158,0.09999999999999999,-0.004222488887733914
0.0,158,0.11,-0.004100233361404064
0.0,158,0.12,-0.0043004855941183705
0.0,158,0.13,-0.0039326493556588425
0.0,158,0.14,-0.0038768508171822934
0.0,159,0.01,-0.005074107067219928
0.0,159,0.02,-0.004996376817982085
0.0,159,0.03,-0.005392020792264913
0.0,159,0.04,-0.004790231955531155
0.0,159,0.05,-0.004695996662660305
0.0,159,0.060000000000000005,-0.004591703107461805
0.0,159,0.06999999999999999,-0.004513268318801678
0.0,159,0.08,-0.004413012224074405
0.0,159,0.09,-0.004303009752557935
0.0,159,0.09999999999999999,-0.004222488887733914
0.0,159,0.11,-0.004148318173133101
0.0,159,0.12,-0.004009892872954589
0.0,159,0.13,-0.003925083672711372
0.0,159,0.14,-0.0038203561847077825
0.0,160,0.01,-0.004776656307967284
0.0,160,0.02,-0.004694692378953126
0.0,160,0.03,-0.004606279323833165
0.0,160,0.04,-0.004525035656216488
0.0,160,0.05,-0.00460184289397563
0.0,160,0.060000000000000005,-0.004348099824237556
0.0,160,0.06999999999999999,-0.004252189055869214
0.0,160,0.08,-0.004165812467243998
0.0,160,0.09,-0.004072577627031631
0.0,160,0.09999999999999999,-0.0039882737840954
0.0,160,0.11,-0.003890161840245286
0.0,160,0.12,-0.00383403562036223
0.0,160,0.13,-0.003737464853160488
0.0,160,0.14,-0.0036258502068788733
0.0,161,0.01,-0.0019062738855635426
0.0,161,0.02,-0.001882266154715398
0.0,161,0.03,-0.0019023408210594433
0.0,161,0.04,-0.0018891894035191993
0.0,161,0.05,-0.0018864280823837638
0.0,161,0.060000000000000005,-0.00189765243302281
0.0,161,0.06999999999999999,-0.0018835282141902443
0.0,161,0.08,-0.0018778959282453808
0.0,161,0.09,-0.0018703454818737968
0.0,161,0.09999999999999999,-0.00184934872855156
0.0,161,0.11,-0.0018735832234437477
0.0,161,0.12,-0.0018496507781652141
0.0,161,0.13,-0.001858761128212318
0.0,161,0.14,-0.0018061629812556896
0.0,162,0.01,-0.0020545198095847875
0.0,162,0.02,-0.002089122149693934
0.0,162,0.03,-0.0021251366538166862
0.0,162,0.04,-0.002141901886501627
0.0,162,0.05,-0.002184940341531886
0.0,162,0.060000000000000005,-0.002221186433385338
0.0,162,0.06999999999999999,-0.002154209213731526
0.0,162,0.08,-0.0022989994829660035
0.0,162,0.09,-0.0023125109905041564
0.0,162,0.09999999999999999,-0.002346239464024437
0.0,162,0.11,-0.0023768519930181253
0.0,162,0.12,-0.002405832044413808
0.0,162,0.13,-0.0024549011220803257
0.0,162,0.14,-0.002476477880205278
0.0,163,0.01,-0.01128098087392239
0.0,163,0.02,-0.011140392981808732
0.0,163,0.03,-0.011010955926742252
0.0,163,0.04,-0.01073372709334922
0.0,163,0.05,-0.010661730808385514
0.0,163,0.060000000000000005,-0.010591764811159251
0.0,163,0.06999999999999999,-0.010462514888415366
0.0,163,0.08,-0.010332713469811076
0.0,163,0.09,-0.010215476403874262
0.0,163,0.09999999999999999,-0.01009154289247904
0.0,163,0.11,-0.009984061314984319
0.0,163,0.12,-0.00987864548420516
0.0,163,0.13,-0.009759228226170157
0.0,163,0.14,-0.009639291479526912
0.0,164,0.01,0.0014714072123001524
0.0,164,0.02,0.001491580670096762
0.0,164,0.03,0.0014998195984712581
0.0,164,0.04,0.0015762417083918425
0.0,164,0.05,0.0016540068267717443
0.0,164,0.060000000000000005,0.0016296011843618102
0.0,164,0.06999999999999999,0.0016368459797686547
0.0,164,0.08,0.001629294236977434
0.0,164,0.09,0.0016930376844341705
0.0,164,0.09999999999999999,0.0017195787314846639
0.0,164,0.11,0.0019107882621908854
0.0,164,0.12,0.0018254778296740472
0.0,164,0.13,0.0018639366702403858
0.0,164,0.14,0.0019405355971660754
0.0,165,0.01,0.0014714072123001524
0.0,165,0.02,0.00162764002499809
0.0,165,0.03,0.0014998195984712581
0.0,165,0.04,0.0015584116359213477
0.0,165,0.05,0.0015994128400749399
0.0,165,0.060000000000000005,0.0016296011843618102
0.0,165,0.06999999999999999,0.0016368459797686547
0.0,165,0.08,0.001629294236977434
0.0,165,0.09,0.0016930376844341705
0.0,165,0.09999999999999999,0.0017195787314846639
0.0,165,0.11,0.001756676420540202
0.0,165,0.12,0.0018221492365896232
0.0,165,0.13,0.001879889551758442
0.0,165,0.14,0.005116929821199415
0.0,166,0.01,0.0014714072123001524
0.0,166,0.02,0.00162764002499809
0.0,166,0.03,0.0015234647635045794
0.0,166,0.04,0.0015762417083918425
0.0,166,0.05,0.0015994128400749399
0.0,166,0.060000000000000005,0.0016296011843618102
0.0,166,0.06999999999999999,0.0016368459797686547
0.0,166,0.08,0.001629294236977434
0.0,166,0.09,0.0016930376844341705
0.0,166,0.09999999999999999,0.001719519511259279
0.0,166,0.11,0.001756676420540202
0.0,166,0.12,0.0018221492365896232
0.0,166,0.13,0.001879889551758442
0.0,166,0.14,0.0019405355971660754
0.0,167,0.01,0.012344251970099508
0.0,167,0.02,0.012313550321886
0.0,167,0.03,0.012326301514572473
0.0,167,0.04,0.012333685063910842
0.0,167,0.05,0.012317110778638809
0.0,167,0.060000000000000005,0.012411263693831349
0.0,167,0.06999999999999999,0.012317241229164895
0.0,167,0.08,0.012346145747259618
0.0,167,0.09,0.012279304212023705
0.0,167,0.09999999999999999,0.01221375353297322
0.0,167,0.11,0.012236416773669283
0.0,167,0.12,0.012267289217292567
0.0,167,0.13,0.01218384497616328
0.0,167,0.14,0.012218194784219056
0.0,168,0.01,-0.006648465000355033
0.0,168,0.02,-0.006737719512295363
0.0,168,0.03,-0.006747349088053001
0.0,168,0.04,-0.006759261430603843
0.0,168,0.05,-0.006724937676716858
0.0,168,0.060000000000000005,-0.006729026216107357
0.0,168,0.06999999999999999,-0.006722305052277424
0.0,168,0.08,-0.00671657913857516
0.0,168,0.09,-0.006717203441012546
0.0,168,0.09999999999999999,-0.006721812023433087
0.0,168,0.11,-0.006712780587246002
0.0,168,0.12,-0.0066897667627796205
0.0,168,0.13,-0.006718604946871905
0.0,168,0.14,-0.0067157118963002554
0.0,169,0.01,-0.00272506867678691
0.0,169,0.02,-0.0028407885000746487
0.0,169,0.03,-0.0029445547034064653
0.0,169,0.04,-0.0030700200914546907
0.0,169,0.05,-0.0031122680209604223
0.0,169,0.060000000000000005,-0.0032633991853319617
0.0,169,0.06999999999999999,-0.0033751620477090703
0.0,169,0.08,-0.0034695583519315613
0.0,169,0.09,-0.003566097360230589
0.0,169,0.09999999999999999,-0.0036562973028899694
0.0,169,0.11,-0.0037813933732548533
0.0,169,0.12,-0.003886476962788356
0.0,169,0.13,-0.003913604108758172
0.0,169,0.14,-0.004070346668437547
0.0,170,0.01,-0.00856216988423569
0.0,170,0.02,-0.008721828108679944
0.0,170,0.03,-0.008459291159805642
0.0,170,0.04,-0.009033208200545715
0.0,170,0.05,-0.009173760140714521
0.0,170,0.060000000000000005,-0.009341886670777405
0.0,170,0.06999999999999999,-0.009469683746132409
0.0,170,0.08,-0.009606164847749152
0.0,170,0.09,-0.009306796682408044
0.0,170,0.09999999999999999,-0.009841617181185015
0.0,170,0.11,-0.009923014132954835
0.0,170,0.12,-0.010135179149560386
0.0,170,0.13,-0.010057366511737517
0.0,170,0.14,-0.010445916095113162
0.0,171,0.01,-0.006574479554476102
0.0,171,0.02,-0.0064788400074268435
0.0,171,0.03,-0.006402500375969525
0.0,171,0.04,-0.006367872123643566
0.0,171,0.05,-0.006237350600402064
0.0,171,0.060000000000000005,-0.006139992263312473
0.0,171,0.06999999999999999,-0.006054711211452873
0.0,171,0.08,-0.0059606007239301
0.0,171,0.09,-0.005867029880817415
0.0,171,0.09999999999999999,-0.005830455679981457
0.0,171,0.11,-0.005713309674410198
0.0,171,0.12,-0.005635486499825454
0.0,171,0.13,-0.0055491793973157615
0.0,171,0.14,-0.00546998614979562
0.0,172,0.01,-0.006574479554476102
0.0,172,0.02,-0.0064788400074268435
0.0,172,0.03,-0.006513015819288263
0.0,172,0.04,-0.006367872123643566
0.0,172,0.05,-0.006237350600402064
0.0,172,0.060000000000000005,-0.006141120365807716
0.0,172,0.06999999999999999,-0.006032369807969338
0.0,172,0.08,-0.005935251696715875
0.0,172,0.09,-0.005867029880817415
0.0,172,0.09999999999999999,-0.005830455679981457
0.0,172,0.11,-0.005731898560298057
0.0,172,0.12,-0.005635486499825454
0.0,172,0.13,-0.0055491793973157615
0.0,172,0.14,-0.00546998614979562
0.0,173,0.01,-0.006574479554476102
0.0,173,0.02,-0.006458075950681305
0.0,173,0.03,-0.006513015819288263
0.0,173,0.04,-0.006367872123643566
0.0,173,0.05,-0.00622021673087695
0.0,173,0.060000000000000005,-0.006139992263312473
0.0,173,0.06999999999999999,-0.006032369807969338
0.0,173,0.08,-0.005935251696715875
0.0,173,0.09,-0.005879770436360921
0.0,173,0.09999999999999999,-0.005885195591261794
0.0,173,0.11,-0.005713309674410198
0.0,173,0.12,-0.0056633735319269705
0.0,173,0.13,-0.0055491793973157615
0.0,173,0.14,-0.005523513484476408
0.0,174,0.01,-0.005635716386046003
0.0,174,0.02,-0.0053877145120358036
0.0,174,0.03,-0.005129645899593804
0.0,174,0.04,-0.004893710119563639
0.0,174,0.05,-0.00476840654061541
0.0,174,0.060000000000000005,-0.004453236504360806
0.0,174,0.06999999999999999,-0.004245878962002469
0.0,174,0.08,-0.004019105367825583
0.0,174,0.09,-0.003922009005612908
0.0,174,0.09999999999999999,-0.0036131623915016467
0.0,174,0.11,-0.0033847883825672753
0.0,174,0.12,-0.0031870051112478925
0.0,174,0.13,-0.002965260065163766
0.0,174,0.14,-0.002800781891667962
0.0,175,0.01,0.02647718740939073
0.0,175,0.02,0.02672326350040242
0.0,175,0.03,0.02689104424692666
0.0,175,0.04,0.027075158437114135
0.0,175,0.05,0.027247650910169625
0.0,175,0.060000000000000005,0.027416032297297107
0.0,175,0.06999999999999999,0.027575643293730412
0.0,175,0.08,0.027658347002656323
0.0,175,0.09,0.027900125207490942
0.0,175,0.09999999999999999,0.027823490251972827
0.0,175,0.11,0.027963668638702848
0.0,175,0.12,0.02839494978004619
0.0,175,0.13,0.02854215117926756
0.0,175,0.14,0.02866690356919972
0.0,176,0.01,0.0065980792615585124
0.0,176,0.02,0.00677952980106223
0.0,176,0.03,0.006937191992194913
0.0,176,0.04,0.007169244374449814
0.0,176,0.05,0.00731643496719523
0.0,176,0.060000000000000005,0.007446350653634084
0.0,176,0.06999999999999999,0.007513666812909265
0.0,176,0.08,0.0077832540873913015
0.0,176,0.09,0.007953481547639632
0.0,176,0.09999999999999999,0.008133626860255226
0.0,176,0.11,0.008002621382569772
0.0,176,0.12,0.008325507955946552
0.0,176,0.13,0.008627221033285497
0.0,176,0.14,0.008785691115017737
0.0,177,0.01,8.888609125359825e-06
0.0,177,0.02,0.0001581271958262546
0.0,177,0.03,0.00020905929934572805
0.0,177,0.04,0.0003260182255737966
0.0,177,0.05,0.0004429311506835036
0.0,177,0.060000000000000005,0.0005029631927045688
0.0,177,0.06999999999999999,0.0006671181126377728
0.0,177,0.08,0.0007706244810661237
0.0,177,0.09,0.0008718878638709418
0.0,177,0.09999999999999999,0.0008227688444206356
0.0,177,0.11,0.0011133504814216004
0.0,177,0.12,0.001230208508823819
0.0,177,0.13,0.0012055765137324202
0.0,177,0.14,0.0012817867744341358
0.0,178,0.01,0.020990038613803857
0.0,178,0.02,0.020893084482876842
0.0,178,0.03,0.020757799335227093
0.0,178,0.04,0.020623665923317342
0.0,178,0.05,0.02049160175310554
0.0,178,0.060000000000000005,0.020135115366302775
0.0,178,0.06999999999999999,0.020247930708388494
0.0,178,0.08,0.020129394409229805
0.0,178,0.09,0.02000999320026059
0.0,178,0.09999999999999999,0.019940129191663214
0.0,178,0.11,0.019793017190138425
0.0,178,0.12,0.01956062193205667
0.0,178,0.13,0.019610613529759027
0.0,178,0.14,0.01944453464480398
0.0,179,0.01,0.021028881703007977
0.0,179,0.02,0.020772428993856385
0.0,179,0.03,0.020786052127899544
0.0,179,0.04,0.020623665923317342
0.0,179,0.05,0.02049160175310554
0.0,179,0.060000000000000005,0.020135115366302775
0.0,179,0.06999999999999999,0.020247930708388494
0.0,179,0.08,0.020129394409229805
0.0,179,0.09,0.02000999320026059
0.0,179,0.09999999999999999,0.019940129191663214
0.0,179,0.11,0.019793017190138425
0.0,179,0.12,0.01956062193205667
0.0,179,0.13,0.019610613529759027
0.0,179,0.14,0.019483081140372026
0.0,180,0.01,0.021028881703007977
0.0,180,0.02,0.020893084482876842
0.0,180,0.03,0.020757799335227093
0.0,180,0.04,0.020623665923317342
0.0,180,0.05,0.02049160175310554
0.0,180,0.060000000000000005,0.020135115366302775
0.0,180,0.06999999999999999,0.020247930708388494
0.0,180,0.08,0.020129394409229805
0.0,180,0.09,0.02000999320026059
0.0,180,0.09999999999999999,0.019940129191663214
0.0,180,0.11,0.019800785929476112
0.0,180,0.12,0.01956062193205667
0.0,180,0.13,0.019610613529759027
0.0,180,0.14,0.019483081140372026
0.0,181,0.01,-0.016218000727419617
0.0,181,0.02,-0.016409898625848303
0.0,181,0.03,-0.01660788837965106
0.0,181,0.04,-0.01700300496271836
0.0,181,0.05,-0.01728744525931529
0.0,181,0.060000000000000005,-0.01766354792795636
0.0,181,0.06999999999999999,-0.017854306767545815
0.0,181,0.08,-0.018121930772951954
0.0,181,0.09,-0.018483171546770573
0.0,181,0.09999999999999999,-0.018699129834759486
0.0,181,0.11,-0.01893565983653401
0.0,181,0.12,-0.019245578338734116
0.0,181,0.13,-0.01938032608342879
0.0,181,0.14,-0.019697314711542055
0.0,182,0.01,-0.005032910333692334
0.0,182,0.02,-0.00520561022919901
0.0,182,0.03,-0.005398821348777388
0.0,182,0.04,-0.005596528672854431
0.0,182,0.05,-0.0057736144255780535
0.0,182,0.060000000000000005,-0.0059373287737412885
0.0,182,0.06999999999999999,-0.006118456720521837
0.0,182,0.08,-0.006233878273050563
0.0,182,0.09,-0.006429303725726502
0.0,182,0.09999999999999999,-0.0065123496041052855
0.0,182,0.11,-0.006739861417269809
0.0,182,0.12,-0.0068845342537366076
0.0,182,0.13,-0.007027727533985444
0.0,182,0.14,-0.007181940074647022
0.0,183,0.01,0.007813573917360532
0.0,183,0.02,0.007903879362367867
0.0,183,0.03,0.007965584187072033
0.0,183,0.04,0.008040606961437432
0.0,183,0.05,0.008132634396181844
0.0,183,0.060000000000000005,0.008187935667591092
0.0,183,0.06999999999999999,0.008270434272926355
0.0,183,0.08,0.008432024906449198
0.0,183,0.09,0.008397904098343777
0.0,183,0.09999999999999999,0.008522147834489211
0.0,183,0.11,0.00861810921147133
0.0,183,0.12,0.008715200082634498
0.0,183,0.13,0.008809198155570219
0.0,183,0.14,0.008909961260763086
0.0,184,0.01,-0.010303089201983064
0.0,184,0.02,-0.010193944343381906
0.0,184,0.03,-0.01007716893982866
0.0,184,0.04,-0.009918160801583652
0.0,184,0.05,-0.009873423928677707
0.0,184,0.060000000000000005,-0.009675354207477803
0.0,184,0.06999999999999999,-0.011259503703570272
0.0,184,0.08,-0.009578217895135924
0.0,184,0.09,-0.009446768228303478
0.0,184,0.09999999999999999,-0.009261900499748024
0.0,184,0.11,-0.009225437122965323
0.0,184,0.12,-0.009140794473790504
0.0,184,0.13,-0.008981346037859064
0.0,184,0.14,-0.009012756338238559
0.0,185,0.01,-0.004141627859962783
0.0,185,0.02,-0.004523908764225787
0.0,185,0.03,-0.004820060582063034
0.0,185,0.04,-0.004983099257205522
0.0,185,0.05,-0.005010775857572862
0.0,185,0.060000000000000005,-0.005096299318000597
0.0,185,0.06999999999999999,-0.005773705146080405
0.0,185,0.08,-0.00602653272347627
0.0,185,0.09,-0.006201095584075136
0.0,185,0.09999999999999999,-0.006456039647371799
0.0,185,0.11,-0.006676282351934355
0.0,185,0.12,-0.006857717307079781
0.0,185,0.13,-0.006858266601727028
0.0,185,0.14,-0.007269548641642323
0.0,186,0.01,-0.004333037317397311
0.0,186,0.02,-0.004549062967980879
0.0,186,0.03,-0.004820060582063034
0.0,186,0.04,-0.005038505057891586
0.0,186,0.05,-0.005286744861345394
0.0,186,0.060000000000000005,-0.005536489824893312
0.0,186,0.06999999999999999,-0.005773705146080405
0.0,186,0.08,-0.005949866267241834
0.0,186,0.09,-0.006207619586950052
0.0,186,0.09999999999999999,-0.006456039647371799
0.0,186,0.11,-0.006676282351934355
0.0,186,0.12,-0.006515739105060037
0.0,186,0.13,-0.007072318599432217
0.0,186,0.14,-0.007269548641642323
0.0,187,0.01,-0.004141627859962783
0.0,187,0.02,-0.004523908764225787
0.0,187,0.03,-0.004820060582063034
0.0,187,0.04,-0.005038505057891586
0.0,187,0.05,-0.005010775857572862
0.0,187,0.060000000000000005,-0.005536489824893312
0.0,187,0.06999999999999999,-0.0057431327853627485
0.0,187,0.08,-0.005949866267241834
0.0,187,0.09,-0.006207619586950052
0.0,187,0.09999999999999999,-0.006351713115640423
0.0,187,0.11,-0.006676282351934355
0.0,187,0.12,-0.006515739105060037
0.0,187,0.13,-0.006858266601727028
0.0,187,0.14,-0.007269548641642323
0.0,188,0.01,0.01786294910649499
0.0,188,0.02,0.017692085105897926
0.0,188,0.03,0.017513710611378987
0.0,188,0.04,0.017332218305195234
0.0,188,0.05,0.017191145267991786
0.0,188,0.060000000000000005,0.017018777171741436
0.0,188,0.06999999999999999,0.01690781824725256
0.0,188,0.08,0.017029569636060234
0.0,188,0.09,0.016466874519637006
0.0,188,0.09999999999999999,0.016305336233001573
0.0,188,0.11,0.016159158484175
0.0,188,0.12,0.015940580411778475
0.0,188,0.13,0.015791274482528258
0.0,188,0.14,0.015636073813077994
0.0,189,0.01,-0.00010746959411872363
0.0,189,0.02,-0.00012592905108216226
0.0,189,0.03,-0.00015750895389785718
0.0,189,0.04,-0.0002602132166093997
0.0,189,0.05,-0.00022542556056110753
0.0,189,0.060000000000000005,-0.00023581795340756094
0.0,189,0.06999999999999999,-0.0002568462278479842
0.0,189,0.08,-0.00026282861765196744
0.0,189,0.09,-0.0002761999216189235
0.0,189,0.09999999999999999,-0.0003121612959948879
0.0,189,0.11,-0.000347119157923115
0.0,189,0.12,-0.0003641827661408177
0.0,189,0.13,-0.0004111887081295041
0.0,189,0.14,-0.00042282587202864845
0.0,190,0.01,-0.0023224098248323254
0.0,190,0.02,-0.002756762597707033
0.0,190,0.03,-0.0032059479493476593
0.0,190,0.04,-0.0036111023191079516
0.0,190,0.05,-0.003919983766618734
0.0,190,0.060000000000000005,-0.004433373300450576
0.0,190,0.06999999999999999,-0.004975504217497579
0.0,190,0.08,-0.0054208514138500835
0.0,190,0.09,-0.005818884046635583
0.0,190,0.09999999999999999,-0.006222335702213559
0.0,190,0.11,-0.0066170691867228045
0.0,190,0.12,-0.007023947728798297
0.0,190,0.13,-0.007425992716011314
0.0,190,0.14,-0.007810248486072882
0.0,191,0.01,-0.004314664313327091
0.0,191,0.02,-0.004216755855858881
0.0,191,0.03,-0.004064230053151081
0.0,191,0.04,-0.0039793929223232586
0.0,191,0.05,-0.0040951219555185195
0.0,191,0.060000000000000005,-0.00376370490785571
0.0,191,0.06999999999999999,-0.0036773074447602233
0.0,191,0.08,-0.003503254751924088
0.0,191,0.09,-0.003401426907823874
0.0,191,0.09999999999999999,-0.0032878572800288707
0.0,191,0.11,-0.003150234364090647
0.0,191,0.12,-0.003078532305706459
0.0,191,0.13,-0.002933346963894795
0.0,191,0.14,-0.002828349103956113
0.0,192,0.01,-0.005079413510607687
0.0,192,0.02,-0.005029692170799826
0.0,192,0.03,-0.0049442172606834305
0.0,192,0.04,-0.004890024308448336
0.0,192,0.05,-0.004822970132265305
0.0,192,0.060000000000000005,-0.004798821682397826
0.0,192,0.06999999999999999,-0.00486616319278293
0.0,192,0.08,-0.004701067558431251
0.0,192,0.09,-0.004611081860473497
0.0,192,0.09999999999999999,-0.004601785746431361
0.0,192,0.11,-0.0045202818376413115
0.0,192,0.12,-0.004466936093972591
0.0,192,0.13,-0.004388823845457877
0.0,192,0.14,-0.004328525492334907
0.0,193,0.01,-0.005074400966178741
0.0,193,0.02,-0.005061844060400822
0.0,193,0.03,-0.0049442172606834305
0.0,193,0.04,-0.005047467716584368
0.0,193,0.05,-0.004822970132265305
0.0,193,0.060000000000000005,-0.004769675541612554
0.0,193,0.06999999999999999,-0.00486616319278293
0.0,193,0.08,-0.004701067558431251
0.0,193,0.09,-0.004619226896520223
0.0,193,0.09999999999999999,-0.004550604701191577
0.0,193,0.11,-0.004490161085037357
0.0,193,0.12,-0.004466936093972591
0.0,193,0.13,-0.004388823845457877
0.0,193,0.14,-0.004357200682665752
0.0,194,0.01,-0.005074400966178741
0.0,194,0.02,-0.005029692170799826
0.0,194,0.03,-0.0049442172606834305
0.0,194,0.04,-0.005047467716584368
0.0,194,0.05,-0.00484526713508426
