lambda,offset,r,oos
1e-05,8,0.03,0.00046922736045546367
1e-05,8,0.04,0.0005657661120951497
1e-05,8,0.05,0.0006946330486638318
1e-05,8,0.060000000000000005,0.0008112453361581053
1e-05,8,0.06999999999999999,0.000859700458414809
1e-05,8,0.08,0.0009071348375587029
1e-05,8,0.09,0.0009453922823013843
1e-05,8,0.09999999999999999,0.0009791976279140107
1e-05,8,0.11,0.001003661691106023
1e-05,8,0.12,0.0010266924950828294
1e-05,8,0.13,0.0010500957958129152
1e-05,8,0.14,0.0010689836271681526
1e-05,9,0.01,-0.0008184850911049978
1e-05,9,0.02,-0.0009968562992327369
1e-05,9,0.03,-0.0010979196615981057
1e-05,9,0.04,-0.001166922523163878
1e-05,9,0.05,-0.0012556091023322236
1e-05,9,0.060000000000000005,-0.00134680034392095
1e-05,9,0.06999999999999999,-0.001408113586818739
1e-05,9,0.08,-0.001459329749414987
1e-05,9,0.09,-0.0014841946064643838
1e-05,9,0.09999999999999999,-0.0015208059543492193
1e-05,9,0.11,-0.0015867805000763606
1e-05,9,0.12,-0.001652071748223234
1e-05,9,0.13,-0.0017212810198387473
1e-05,9,0.14,-0.0017903601142064823
1e-05,10,0.01,0.002551943764362583
1e-05,10,0.02,0.0027905874015315005
1e-05,10,0.03,0.0030436102466019103
1e-05,10,0.04,0.0032636631348341738
1e-05,10,0.05,0.0034628861206203437
1e-05,10,0.060000000000000005,0.0036676644131836255
1e-05,10,0.06999999999999999,0.003876433788618602
1e-05,10,0.08,0.004108266844270517
1e-05,10,0.09,0.004355822538799849
1e-05,10,0.09999999999999999,0.004603282641498103
1e-05,10,0.11,0.004821601979304096
1e-05,10,0.12,0.005037420022884323
1e-05,10,0.13,0.00525122525760236
1e-05,10,0.14,0.005462602239014761
1e-05,11,0.01,0.002551943764362583
1e-05,11,0.02,0.0027905874015315005
1e-05,11,0.03,0.0030436102466019103
1e-05,11,0.04,0.0032636631348341738
1e-05,11,0.05,0.0034628861206203437
1e-05,11,0.060000000000000005,0.0036676644131836255
1e-05,11,0.06999999999999999,0.003876433788618602
1e-05,11,0.08,0.004108266844270517
1e-05,11,0.09,0.004355822538799849
1e-05,11,0.09999999999999999,0.004603282641498103
1e-05,11,0.11,0.004821601979304096
1e-05,11,0.12,0.005037420022884323
1e-05,11,0.13,0.00525122525760236
1e-05,11,0.14,0.005462602239014761
1e-05,12,0.01,0.002551943764362583
1e-05,12,0.02,0.0027905874015315005
1e-05,12,0.03,0.0030436102466019103
1e-05,12,0.04,0.0032636631348341738
1e-05,12,0.05,0.0034628861206203437
1e-05,12,0.060000000000000005,0.0036676644131836255
1e-05,12,0.06999999999999999,0.003876433788618602
1e-05,12,0.08,0.004108266844270517
1e-05,12,0.09,0.004356789602050219
1e-05,12,0.09999999999999999,0.004603282641498103
1e-05,12,0.11,0.004821601979304096
1e-05,12,0.12,0.005037420022884323
1e-05,12,0.13,0.005250049536109328
1e-05,12,0.14,0.005462602239014761
1e-05,13,0.01,-0.002456804196928699
1e-05,13,0.02,-0.0025475682144202646
1e-05,13,0.03,-0.002647499593301755
1e-05,13,0.04,-0.002711357849762049
1e-05,13,0.05,-0.0027656677609797604
1e-05,13,0.060000000000000005,-0.0028232784951289216
1e-05,13,0.06999999999999999,-0.0029011470282503597
1e-05,13,0.08,-0.0030092902691052
1e-05,13,0.09,-0.003138142479608415
1e-05,13,0.09999999999999999,-0.003255686593387804
1e-05,13,0.11,-0.0033650123466704026
1e-05,13,0.12,-0.0034661393991632303
1e-05,13,0.13,-0.0035740538950066393
1e-05,13,0.14,-0.0037195576739202543
1e-05,14,0.01,0.00030560420273979415
1e-05,14,0.02,0.0001976468441705979
1e-05,14,0.03,7.477568470808755e-05
1e-05,14,0.04,-2.7828883030908734e-05
1e-05,14,0.05,-0.00010181141687566272
1e-05,14,0.060000000000000005,-0.0001574653875496938
1e-05,14,0.06999999999999999,-0.00024459159429504043
1e-05,14,0.08,-0.00036064320094584103
1e-05,14,0.09,-0.0004745362467397955
1e-05,14,0.09999999999999999,-0.0006021193408300572
1e-05,14,0.11,-0.0007116611606406717
1e-05,14,0.12,-0.0008140593503617407
1e-05,14,0.13,-0.0009121599714351505
1e-05,14,0.14,-0.0010074633664636872
1e-05,15,0.01,-0.004159258863737154
1e-05,15,0.02,-0.004446041930077425
1e-05,15,0.03,-0.004675457050782948
1e-05,15,0.04,-0.004878736894790647
1e-05,15,0.05,-0.005061998803465018
1e-05,15,0.060000000000000005,-0.005284062973267407
1e-05,15,0.06999999999999999,-0.005467531823619542
1e-05,15,0.08,-0.0056416471682167735
1e-05,15,0.09,-0.005820534846994127
1e-05,15,0.09999999999999999,-0.005982256707599075
1e-05,15,0.11,-0.006143774105816048
1e-05,15,0.12,-0.006313487944582412
1e-05,15,0.13,-0.006479906550174011
1e-05,15,0.14,-0.006644065992084785
1e-05,16,0.01,0.002735646299742844
1e-05,16,0.02,0.0026060664132538528
1e-05,16,0.03,0.002466585090261868
1e-05,16,0.04,0.002309516229904338
1e-05,16,0.05,0.002155557057529913
1e-05,16,0.060000000000000005,0.0020013975217180865
1e-05,16,0.06999999999999999,0.001934398014368662
1e-05,16,0.08,0.0018307470084043746
1e-05,16,0.09,0.0017025579159981718
1e-05,16,0.09999999999999999,0.0015862287394404287
1e-05,16,0.11,0.0014721428038300614
1e-05,16,0.12,0.0013612741334741334
1e-05,16,0.13,0.001273800424034307
1e-05,16,0.14,0.0012110346448791342
1e-05,17,0.01,-0.010175828141690602
1e-05,17,0.02,-0.01010322467692357
1e-05,17,0.03,-0.00998060487456575
1e-05,17,0.04,-0.00989265173276739
1e-05,17,0.05,-0.009782752637793858
1e-05,17,0.060000000000000005,-0.009689065823104295
1e-05,17,0.06999999999999999,-0.009643106047526289
1e-05,17,0.08,-0.009651977048519882
1e-05,17,0.09,-0.009655110607770221
1e-05,17,0.09999999999999999,-0.00964111339176942
1e-05,17,0.11,-0.009646499214880186
1e-05,17,0.12,-0.00964272105583587
1e-05,17,0.13,-0.009674703881139776
1e-05,17,0.14,-0.009679902025287753
1e-05,18,0.01,-0.010175828141690602
1e-05,18,0.02,-0.01010322467692357
1e-05,18,0.03,-0.00998060487456575
1e-05,18,0.04,-0.00989265173276739
1e-05,18,0.05,-0.00978336732005131
1e-05,18,0.060000000000000005,-0.009689065823104295
1e-05,18,0.06999999999999999,-0.009643106047526289
1e-05,18,0.08,-0.009651977048519882
1e-05,18,0.09,-0.009655110607770221
1e-05,18,0.09999999999999999,-0.00964111339176942
1e-05,18,0.11,-0.009646499214880186
1e-05,18,0.12,-0.00964272105583587
1e-05,18,0.13,-0.009674703881139776
1e-05,18,0.14,-0.009679902025287753
1e-05,19,0.01,-0.010175828141690602
1e-05,19,0.02,-0.01010322467692357
1e-05,19,0.03,-0.00998060487456575
1e-05,19,0.04,-0.00989265173276739
1e-05,19,0.05,-0.009782752637793858
1e-05,19,0.060000000000000005,-0.009689065823104295
1e-05,19,0.06999999999999999,-0.009643106047526289
1e-05,19,0.08,-0.009651977048519882
1e-05,19,0.09,-0.009655110607770221
1e-05,19,0.09999999999999999,-0.00964111339176942
1e-05,19,0.11,-0.009646499214880186
1e-05,19,0.12,-0.00964272105583587
1e-05,19,0.13,-0.009674703881139776
1e-05,19,0.14,-0.009679902025287753
1e-05,20,0.01,0.005260499266194003
1e-05,20,0.02,0.005310014609658703
1e-05,20,0.03,0.005361809000808763
1e-05,20,0.04,0.005408811809251304
1e-05,20,0.05,0.0054927535899970525
1e-05,20,0.060000000000000005,0.005523568595579791
1e-05,20,0.06999999999999999,0.005585451381334297
1e-05,20,0.08,0.005649332190229017
1e-05,20,0.09,0.005734724674382324
1e-05,20,0.09999999999999999,0.0059148835217283525
1e-05,20,0.11,0.006087208158148135
1e-05,20,0.12,0.0062862322283684735
1e-05,20,0.13,0.006498969052531406
1e-05,20,0.14,0.006709132437171132
1e-05,21,0.01,-0.00500508829469144
1e-05,21,0.02,-0.005007441429246655
1e-05,21,0.03,-0.004856085582482823
1e-05,21,0.04,-0.00465639403439541
1e-05,21,0.05,-0.004413853090697339
1e-05,21,0.060000000000000005,-0.00415410138097876
1e-05,21,0.06999999999999999,-0.003798440195459464
1e-05,21,0.08,-0.0035188506311374023
1e-05,21,0.09,-0.0032041927305630218
1e-05,21,0.09999999999999999,-0.0029160721558185174
1e-05,21,0.11,-0.0026107954177427574
1e-05,21,0.12,-0.0023379141067808823
1e-05,21,0.13,-0.001964833378038025
1e-05,21,0.14,-0.0016462398911281865
1e-05,22,0.01,0.0009273163546303257
1e-05,22,0.02,0.0009226927156155294
1e-05,22,0.03,0.0009036112066149497
1e-05,22,0.04,0.0008747848672159679
1e-05,22,0.05,0.0008903978393385233
1e-05,22,0.060000000000000005,0.0009015874355662222
1e-05,22,0.06999999999999999,0.0008838928657661916
1e-05,22,0.08,0.0008260906395894354
1e-05,22,0.09,0.0007539498832422043
1e-05,22,0.09999999999999999,0.0006787909614501482
1e-05,22,0.11,0.000592259177036079
1e-05,22,0.12,0.0005020583398006623
1e-05,22,0.13,0.00047373193110516424
1e-05,22,0.14,0.00044357529960889025
1e-05,23,0.01,0.00862358289237652
1e-05,23,0.02,0.008686045291439529
1e-05,23,0.03,0.008693706073170715
1e-05,23,0.04,0.008688643729573849
1e-05,23,0.05,0.008758163189267264
1e-05,23,0.060000000000000005,0.008828988230243341
1e-05,23,0.06999999999999999,0.00885889525936455
1e-05,23,0.08,0.008906799962984968
1e-05,23,0.09,0.00894826893618766
1e-05,23,0.09999999999999999,0.008966979452782128
1e-05,23,0.11,0.008960818297446119
1e-05,23,0.12,0.008947399168835033
1e-05,23,0.13,0.008929146295589947
1e-05,23,0.14,0.00890011405792719
1e-05,24,0.01,0.006400882847724384
1e-05,24,0.02,0.006238075739395658
1e-05,24,0.03,0.006105179256152237
1e-05,24,0.04,0.00602109805475695
1e-05,24,0.05,0.005958029235269946
1e-05,24,0.060000000000000005,0.005901991047920887
1e-05,24,0.06999999999999999,0.005849242315607207
1e-05,24,0.08,0.005747089279290188
1e-05,24,0.09,0.005748825149461249
1e-05,24,0.09999999999999999,0.0057402781324240254
1e-05,24,0.11,0.005724937365372452
1e-05,24,0.12,0.005693240323423775
1e-05,24,0.13,0.005642506847541929
1e-05,24,0.14,0.005599029741735842
1e-05,25,0.01,0.006400882847724384
1e-05,25,0.02,0.006238075739395658
1e-05,25,0.03,0.006105179256152237
1e-05,25,0.04,0.00602109805475695
1e-05,25,0.05,0.005946881784024022
1e-05,25,0.060000000000000005,0.005901991047920887
1e-05,25,0.06999999999999999,0.005849242315607207
1e-05,25,0.08,0.005747089279290188
1e-05,25,0.09,0.005748825149461249
1e-05,25,0.09999999999999999,0.0057402781324240254
1e-05,25,0.11,0.005724937365372452
1e-05,25,0.12,0.005693240323423775
1e-05,25,0.13,0.005642506847541929
1e-05,25,0.14,0.005599029741735842
1e-05,26,0.01,0.006400882847724384
1e-05,26,0.02,0.006238075739395658
1e-05,26,0.03,0.006105179256152237
1e-05,26,0.04,0.00602109805475695
1e-05,26,0.05,0.005946881784024022
1e-05,26,0.060000000000000005,0.005901991047920887
1e-05,26,0.06999999999999999,0.005849242315607207
1e-05,26,0.08,0.005755700725432398
1e-05,26,0.09,0.005748825149461249
1e-05,26,0.09999999999999999,0.0057402781324240254
1e-05,26,0.11,0.005724937365372452
1e-05,26,0.12,0.005693240323423775
1e-05,26,0.13,0.005642506847541929
1e-05,26,0.14,0.005599029741735842
1e-05,27,0.01,0.0017351841898750843
1e-05,27,0.02,0.0016600856467335146
1e-05,27,0.03,0.001586205613442189
1e-05,27,0.04,0.0014938089199908714
1e-05,27,0.05,0.0014176119956209458
1e-05,27,0.060000000000000005,0.0013829277276248852
1e-05,27,0.06999999999999999,0.0013171814787740611
1e-05,27,0.08,0.0012122338720189775
1e-05,27,0.09,0.0011433899934697848
1e-05,27,0.09999999999999999,0.001099334698574644
1e-05,27,0.11,0.0010588203763058504
1e-05,27,0.12,0.001019986442178367
1e-05,27,0.13,0.0009802143337237638
1e-05,27,0.14,0.000938690835319415
1e-05,28,0.01,0.0016573033355428
1e-05,28,0.02,0.001534378242585678
1e-05,28,0.03,0.0014337213541455217
1e-05,28,0.04,0.0013172574857785457
1e-05,28,0.05,0.001203349910962989
1e-05,28,0.060000000000000005,0.0010903464813057093
1e-05,28,0.06999999999999999,0.0010117893164052001
1e-05,28,0.08,0.0010010702694756317
1e-05,28,0.09,0.0010230969375645501
1e-05,28,0.09999999999999999,0.0010119070920935392
1e-05,28,0.11,0.000943253681006718
1e-05,28,0.12,0.0008774413115904514
1e-05,28,0.13,0.0007884664239135473
1e-05,28,0.14,0.0007547995080029724
1e-05,29,0.01,-1.2383682317007507e-05
1e-05,29,0.02,-0.00016514927607574653
1e-05,29,0.03,-0.00027118533460243426
1e-05,29,0.04,-0.00034304974501884816
1e-05,29,0.05,-0.000365621423428882
1e-05,29,0.060000000000000005,-0.0003668791789741278
1e-05,29,0.06999999999999999,-0.0003847867200921155
1e-05,29,0.08,-0.00043022077855106046
1e-05,29,0.09,-0.000486711347841978
1e-05,29,0.09999999999999999,-0.0005472321165371542
1e-05,29,0.11,-0.0006086119164203465
1e-05,29,0.12,-0.0006811762484765739
1e-05,29,0.13,-0.000747265659680336
1e-05,29,0.14,-0.0008303204703377607
1e-05,30,0.01,-0.000968691446745675
1e-05,30,0.02,-0.0012730296406180262
1e-05,30,0.03,-0.0015844949206433065
1e-05,30,0.04,-0.0018917213145909265
1e-05,30,0.05,-0.002217801258932463
1e-05,30,0.060000000000000005,-0.0024726990784795545
1e-05,30,0.06999999999999999,-0.0027389023250176045
1e-05,30,0.08,-0.0030117720636406962
1e-05,30,0.09,-0.0032924742534407884
1e-05,30,0.09999999999999999,-0.0035457587867606015
1e-05,30,0.11,-0.0037886167246324563
1e-05,30,0.12,-0.003973713472954003
1e-05,30,0.13,-0.004131675779573719
1e-05,30,0.14,-0.004324437561929614
1e-05,31,0.01,0.006873961688481406
1e-05,31,0.02,0.006722427309439192
1e-05,31,0.03,0.006612523626852575
1e-05,31,0.04,0.006525492676190828
1e-05,31,0.05,0.00649291888871141
1e-05,31,0.060000000000000005,0.006460304800660297
1e-05,31,0.06999999999999999,0.00642213911206121
1e-05,31,0.08,0.006369007534598971
1e-05,31,0.09,0.006325130951182896
1e-05,31,0.09999999999999999,0.006301930903906365
1e-05,31,0.11,0.0062784716893537346
1e-05,31,0.12,0.006238163513317772
1e-05,31,0.13,0.006133310872581409
1e-05,31,0.14,0.0060319360267828935
1e-05,32,0.01,0.006873961688481406
1e-05,32,0.02,0.006722427309439192
1e-05,32,0.03,0.006612523626852575
1e-05,32,0.04,0.006525492676190828
1e-05,32,0.05,0.00649291888871141
1e-05,32,0.060000000000000005,0.006460304800660297
1e-05,32,0.06999999999999999,0.00642213911206121
1e-05,32,0.08,0.006369007534598971
1e-05,32,0.09,0.006325130951182896
1e-05,32,0.09999999999999999,0.006301930903906365
1e-05,32,0.11,0.0062784716893537346
1e-05,32,0.12,0.006238163513317772
1e-05,32,0.13,0.006133688749723028
1e-05,32,0.14,0.0060319360267828935
1e-05,33,0.01,0.006873961688481406
1e-05,33,0.02,0.006722427309439192
1e-05,33,0.03,0.006602055618387445
1e-05,33,0.04,0.006525492676190828
1e-05,33,0.05,0.00649291888871141
1e-05,33,0.060000000000000005,0.006460304800660297
1e-05,33,0.06999999999999999,0.00642213911206121
1e-05,33,0.08,0.006369007534598971
1e-05,33,0.09,0.006325130951182896
1e-05,33,0.09999999999999999,0.006301930903906365
1e-05,33,0.11,0.0062784716893537346
1e-05,33,0.12,0.006238163513317772
1e-05,33,0.13,0.006133688749723028
1e-05,33,0.14,0.0060319360267828935
1e-05,34,0.01,-0.0022040619744687117
1e-05,34,0.02,-0.001996376576274367
1e-05,34,0.03,-0.00177388376560222
1e-05,34,0.04,-0.0015686732570837725
1e-05,34,0.05,-0.0014262057909139284
1e-05,34,0.060000000000000005,-0.0013595218627662359
1e-05,34,0.06999999999999999,-0.0013279718494055904
1e-05,34,0.08,-0.001307789626639501
1e-05,34,0.09,-0.0012999942037241069
1e-05,34,0.09999999999999999,-0.0012878030788409846
1e-05,34,0.11,-0.001273091803961033
1e-05,34,0.12,-0.0012744786175442743
1e-05,34,0.13,-0.0012775683793564941
1e-05,34,0.14,-0.001268757023742025
1e-05,35,0.01,-0.005593721817672038
1e-05,35,0.02,-0.005708016403144182
1e-05,35,0.03,-0.005822718815329298
1e-05,35,0.04,-0.005941073360893487
1e-05,35,0.05,-0.005996887056631779
1e-05,35,0.060000000000000005,-0.006019380826144813
1e-05,35,0.06999999999999999,-0.006075233268402087
1e-05,35,0.08,-0.0061061449449311645
1e-05,35,0.09,-0.006150001658558734
1e-05,35,0.09999999999999999,-0.00619842779009755
1e-05,35,0.11,-0.006252550134319195
1e-05,35,0.12,-0.006311621335188408
1e-05,35,0.13,-0.006368855268939058
1e-05,35,0.14,-0.006401283503737
1e-05,36,0.01,0.002505702770582089
1e-05,36,0.02,0.0024026180677526538
1e-05,36,0.03,0.002317218071863792
1e-05,36,0.04,0.00223889352509041
1e-05,36,0.05,0.00219429702472446
1e-05,36,0.060000000000000005,0.002148825965452715
1e-05,36,0.06999999999999999,0.0021191010812508936
1e-05,36,0.08,0.001987941664070049
1e-05,36,0.09,0.0017992406543602497
1e-05,36,0.09999999999999999,0.001649273073130672
1e-05,36,0.11,0.0015194156845049888
1e-05,36,0.12,0.0013925122470469795
1e-05,36,0.13,0.001271821928729671
1e-05,36,0.14,0.0011580441357833071
1e-05,37,0.01,-0.0005145574162681214
1e-05,37,0.02,-0.0006138611033617502
1e-05,37,0.03,-0.0007458523256687226
1e-05,37,0.04,-0.0007714248497999218
1e-05,37,0.05,-0.0007639835393160216
1e-05,37,0.060000000000000005,-0.0007318476065418843
1e-05,37,0.06999999999999999,-0.0007180672579579091
1e-05,37,0.08,-0.0006360671294244326
1e-05,37,0.09,-0.0005669204231327693
1e-05,37,0.09999999999999999,-0.0005099132361240447
1e-05,37,0.11,-0.00046017446612654837
1e-05,37,0.12,-0.0004414453302027173
1e-05,37,0.13,-0.0004465556959559284
1e-05,37,0.14,-0.00045017752353201435
1e-05,38,0.01,0.005115765784866706
1e-05,38,0.02,0.005198374849139946
1e-05,38,0.03,0.005361002126370745
1e-05,38,0.04,0.005585841951035726
1e-05,38,0.05,0.005820916707057585
1e-05,38,0.060000000000000005,0.006057764970310862
1e-05,38,0.06999999999999999,0.00630047334459736
1e-05,38,0.08,0.006574102497751394
1e-05,38,0.09,0.006787915781329092
1e-05,38,0.09999999999999999,0.006974125587079477
1e-05,38,0.11,0.007159106098243298
1e-05,38,0.12,0.007298325003792636
1e-05,38,0.13,0.007444644719824868
1e-05,38,0.14,0.0075790038040903585
1e-05,39,0.01,0.005115765784866706
1e-05,39,0.02,0.005198374849139946
1e-05,39,0.03,0.005361002126370745
1e-05,39,0.04,0.005585841951035726
1e-05,39,0.05,0.005820916707057585
1e-05,39,0.060000000000000005,0.006057764970310862
1e-05,39,0.06999999999999999,0.00630047334459736
1e-05,39,0.08,0.006574102497751394
1e-05,39,0.09,0.006787915781329092
1e-05,39,0.09999999999999999,0.006974125587079477
1e-05,39,0.11,0.007159106098243298
1e-05,39,0.12,0.007298325003792636
1e-05,39,0.13,0.007444644719824868
1e-05,39,0.14,0.0075790038040903585
1e-05,40,0.01,0.005115765784866706
1e-05,40,0.02,0.005198374849139946
1e-05,40,0.03,0.005361002126370745
1e-05,40,0.04,0.005585841951035726
1e-05,40,0.05,0.005820916707057585
1e-05,40,0.060000000000000005,0.006057764970310862
1e-05,40,0.06999999999999999,0.00630047334459736
1e-05,40,0.08,0.006574102497751394
1e-05,40,0.09,0.006787915781329092
1e-05,40,0.09999999999999999,0.006974125587079477
1e-05,40,0.11,0.007159106098243298
1e-05,40,0.12,0.007298325003792636
1e-05,40,0.13,0.007444644719824868
1e-05,40,0.14,0.0075790038040903585
1e-05,41,0.01,-0.0018694316604468183
1e-05,41,0.02,-0.0018167058625964687
1e-05,41,0.03,-0.0017661454192596559
1e-05,41,0.04,-0.0017012969097882017
1e-05,41,0.05,-0.0015183629219811764
1e-05,41,0.060000000000000005,-0.0012782889697033808
1e-05,41,0.06999999999999999,-0.0010240581142632094
1e-05,41,0.08,-0.0007694497918126991
1e-05,41,0.09,-0.0005239967612894333
1e-05,41,0.09999999999999999,-0.0002863107188268472
1e-05,41,0.11,-5.7349999024767584e-05
1e-05,41,0.12,9.780602944105228e-05
1e-05,41,0.13,0.00023939091034037459
1e-05,41,0.14,0.00036726980778626413
1e-05,42,0.01,0.002010868362204743
1e-05,42,0.02,0.0020264058382183847
1e-05,42,0.03,0.0020457524242052036
1e-05,42,0.04,0.0020509481231824615
1e-05,42,0.05,0.0020354334540009693
1e-05,42,0.060000000000000005,0.0019277264273468567
1e-05,42,0.06999999999999999,0.0018118802635737358
1e-05,42,0.08,0.0016860384179810547
1e-05,42,0.09,0.0015568246198461077
1e-05,42,0.09999999999999999,0.0014675033313985785
1e-05,42,0.11,0.0013440151982400466
1e-05,42,0.12,0.0012280011822740152
1e-05,42,0.13,0.0011202842558869998
1e-05,42,0.14,0.0010284595229234162
1e-05,43,0.01,0.0047618792247807
1e-05,43,0.02,0.004819909375367247
1e-05,43,0.03,0.004808417731867063
1e-05,43,0.04,0.004784561232978458
1e-05,43,0.05,0.004766302372251081
1e-05,43,0.060000000000000005,0.004686934449120314
1e-05,43,0.06999999999999999,0.004610580896451203
1e-05,43,0.08,0.0045725667488679825
1e-05,43,0.09,0.004557799757218892
1e-05,43,0.09999999999999999,0.004532552597398223
1e-05,43,0.11,0.004441652806221957
1e-05,43,0.12,0.004346123770440187
1e-05,43,0.13,0.004242037955857951
1e-05,43,0.14,0.00412857693993201
1e-05,44,0.01,0.0031224328828279423
1e-05,44,0.02,0.003199719829634343
1e-05,44,0.03,0.003277167894353823
1e-05,44,0.04,0.003390459742607411
1e-05,44,0.05,0.0035194097781421556
1e-05,44,0.060000000000000005,0.0037315422715421005
1e-05,44,0.06999999999999999,0.003995193521606851
1e-05,44,0.08,0.004304141933299329
1e-05,44,0.09,0.004529306367829005
1e-05,44,0.09999999999999999,0.004537718573168865
1e-05,44,0.11,0.00456958971752072
1e-05,44,0.12,0.004605660290717773
1e-05,44,0.13,0.004647515188917355
1e-05,44,0.14,0.004668571075851847
1e-05,45,0.01,0.00244787837557557
1e-05,45,0.02,0.0024719657154553963
1e-05,45,0.03,0.0025533624804500964
1e-05,45,0.04,0.00265461776588745
1e-05,45,0.05,0.0028129596140132876
1e-05,45,0.060000000000000005,0.002969408964868208
1e-05,45,0.06999999999999999,0.0031157506158417765
1e-05,45,0.08,0.0032528176103293004
1e-05,45,0.09,0.00338538291443105
1e-05,45,0.09999999999999999,0.0034530254535877943
1e-05,45,0.11,0.003497953982290989
1e-05,45,0.12,0.003518266790341591
1e-05,45,0.13,0.003538960817883833
1e-05,45,0.14,0.0035619066879586537
1e-05,46,0.01,0.00244787837557557
1e-05,46,0.02,0.0024719657154553963
1e-05,46,0.03,0.0025533624804500964
1e-05,46,0.04,0.00265461776588745
1e-05,46,0.05,0.0028129596140132876
1e-05,46,0.060000000000000005,0.002969408964868208
1e-05,46,0.06999999999999999,0.0031157506158417765
1e-05,46,0.08,0.0032528176103293004
1e-05,46,0.09,0.00338538291443105
1e-05,46,0.09999999999999999,0.0034530254535877943
1e-05,46,0.11,0.003497953982290989
1e-05,46,0.12,0.003518266790341591
1e-05,46,0.13,0.003538960817883833
1e-05,46,0.14,0.0035619066879586537
1e-05,47,0.01,0.00244787837557557
1e-05,47,0.02,0.0024719657154553963
1e-05,47,0.03,0.0025533624804500964
1e-05,47,0.04,0.00265461776588745
1e-05,47,0.05,0.0028129596140132876
1e-05,47,0.060000000000000005,0.002969408964868208
1e-05,47,0.06999999999999999,0.0031157506158417765
1e-05,47,0.08,0.0032528176103293004
1e-05,47,0.09,0.00338538291443105
1e-05,47,0.09999999999999999,0.0034530254535877943
1e-05,47,0.11,0.003497953982290989
1e-05,47,0.12,0.003518266790341591
1e-05,47,0.13,0.003538960817883833
1e-05,47,0.14,0.0035619066879586537
1e-05,48,0.01,-0.004458273544676164
1e-05,48,0.02,-0.004391544359129945
1e-05,48,0.03,-0.004362717796824921
1e-05,48,0.04,-0.004264919885940424
1e-05,48,0.05,-0.004148161206248393
1e-05,48,0.060000000000000005,-0.004048555838049826
1e-05,48,0.06999999999999999,-0.0039052913060528974
1e-05,48,0.08,-0.003738738334260404
1e-05,48,0.09,-0.0035990150233390474
1e-05,48,0.09999999999999999,-0.0035151965581130765
1e-05,48,0.11,-0.0034199833353706936
1e-05,48,0.12,-0.0033128337693925838
1e-05,48,0.13,-0.003223914610396952
1e-05,48,0.14,-0.003141915742991311
1e-05,49,0.01,0.0035137925479577087
1e-05,49,0.02,0.0034464053325521174
1e-05,49,0.03,0.003427418307210134
1e-05,49,0.04,0.0034164914912067847
1e-05,49,0.05,0.003433524248624375
1e-05,49,0.060000000000000005,0.0034862230502013068
1e-05,49,0.06999999999999999,0.0035350685880749383
1e-05,49,0.08,0.003551563807061545
1e-05,49,0.09,0.003604665274385407
1e-05,49,0.09999999999999999,0.0036420529698098893
1e-05,49,0.11,0.003722225359798905
1e-05,49,0.12,0.0038439325086093677
1e-05,49,0.13,0.003961259943363455
1e-05,49,0.14,0.004077453222713528
1e-05,50,0.01,-0.0013391996639374214
1e-05,50,0.02,-0.0011896952096985955
1e-05,50,0.03,-0.0009868566801299822
1e-05,50,0.04,-0.0009132791825106819
1e-05,50,0.05,-0.0008766434425977335
1e-05,50,0.060000000000000005,-0.0008317141102407591
1e-05,50,0.06999999999999999,-0.0007132357949835915
1e-05,50,0.08,-0.0006622446118651995
1e-05,50,0.09,-0.000628195051981857
1e-05,50,0.09999999999999999,-0.0006148482756343069
1e-05,50,0.11,-0.0006439772099329367
1e-05,50,0.12,-0.000659301045420487
1e-05,50,0.13,-0.0006744892053691617
1e-05,50,0.14,-0.0006917511348855656
1e-05,51,0.01,-0.0019036281744923683
1e-05,51,0.02,-0.001997897916232959
1e-05,51,0.03,-0.0020749628168927796
1e-05,51,0.04,-0.002179128172874355
1e-05,51,0.05,-0.0023053892386753956
1e-05,51,0.060000000000000005,-0.0024506812383329815
1e-05,51,0.06999999999999999,-0.002666880921117165
1e-05,51,0.08,-0.0028397292130188352
1e-05,51,0.09,-0.0030234318494997067
1e-05,51,0.09999999999999999,-0.0031628526427211756
1e-05,51,0.11,-0.003281535927242329
1e-05,51,0.12,-0.0034028457196189164
1e-05,51,0.13,-0.003523081448556031
1e-05,51,0.14,-0.003630554108452921
1e-05,52,0.01,0.005219456458001053
1e-05,52,0.02,0.0052126796336733824
1e-05,52,0.03,0.005176124109070946
1e-05,52,0.04,0.005126621197722913
1e-05,52,0.05,0.005056011526632264
1e-05,52,0.060000000000000005,0.004957487679938125
1e-05,52,0.06999999999999999,0.004867198878473434
1e-05,52,0.08,0.004825668358005692
1e-05,52,0.09,0.004811420485742076
1e-05,52,0.09999999999999999,0.004803375916451371
1e-05,52,0.11,0.004767067343885991
1e-05,52,0.12,0.004702110302541656
1e-05,52,0.13,0.00463489137650005
1e-05,52,0.14,0.004585716704849025
1e-05,53,0.01,0.005219456458001053
1e-05,53,0.02,0.005215512184151482
1e-05,53,0.03,0.005176124109070946
1e-05,53,0.04,0.005126621197722913
1e-05,53,0.05,0.005056011526632264
1e-05,53,0.060000000000000005,0.004957487679938125
1e-05,53,0.06999999999999999,0.004867198878473434
1e-05,53,0.08,0.004825668358005692
1e-05,53,0.09,0.004811420485742076
1e-05,53,0.09999999999999999,0.004803375916451371
1e-05,53,0.11,0.004767067343885991
1e-05,53,0.12,0.004702110302541656
