"country" "year" "pop" "gdp" "lfpr" "unemplrate" "secondary" "highun" "gdpcap" "emplrate"
"32" "Armenia" 1996 NA 1.574e+09 NA NA NA 0 NA NA
"33" "Armenia" 1997 NA 1.626e+09 NA NA NA 0 NA NA
"34" "Armenia" 1998 NA 1.745e+09 NA NA NA 0 NA NA
"35" "Armenia" 1999 NA 1.803e+09 NA NA NA 0 NA NA
"36" "Armenia" 2000 NA 1.912e+09 NA NA NA 0 NA NA
"37" "Armenia" 2001 NA 2.094e+09 NA NA NA 0 NA NA
"38" "Armenia" 2002 NA 2.37e+09 NA NA NA 0 NA NA
"39" "Armenia" 2003 NA 2.702e+09 NA NA NA 0 NA NA
"40" "Armenia" 2004 NA 2.986e+09 NA NA NA 0 NA NA
"41" "Armenia" 2005 NA 3.404e+09 NA NA NA 0 NA NA
"42" "Armenia" 2006 3222594 3.86e+09 NA NA NA 0 1197.79283397164 NA
"43" "Austria" 1993 7905633 1.603e+11 NA 4 NA 0 20276.6811968124 NA
"44" "Austria" 1994 7936118 1.646e+11 71.1 3.8 NA 0 20740.6190280941 68.3982
"45" "Austria" 1995 7948278 1.677e+11 71.4 3.9 68.9 0 21098.9097261067 68.6154
"46" "Austria" 1996 7959017 1.721e+11 70.8 4.3 70.5 0 21623.2733263417 67.7556
"47" "Austria" 1997 7968041 1.753e+11 70.9 4.4 73.1 0 22000.3888032203 67.7804
"48" "Austria" 1998 7976789 1.815e+11 71 4.5 74.1 0 22753.5164838884 67.805
"49" "Austria" 1999 7992324 1.875e+11 71.2 3.9 74.8 0 23460.0098794794 68.4232
"50" "Austria" 2000 8011566 1.938e+11 71 3.6 76.2 0 24190.0272680772 68.444
"51" "Austria" 2001 8043046 1.955e+11 71 3.6 77.5 0 24306.7116612288 68.444
"52" "Austria" 2002 8083661 1.973e+11 71.6 4.2 78.3 0 24407.2580480552 68.5928
"53" "Austria" 2003 8121149 2.001e+11 72 4.3 79 0 24639.3706112276 68.904
"54" "Austria" 2004 8173323 2.05e+11 71.30001 4.8 80.2 0 25081.597778529 67.87760952
"55" "Austria" 2005 8236225 2.087e+11 72.4 5.2 80.6 0 25339.2786136853 68.6352
"56" "Austria" 2006 8282424 2.152e+11 73.7 4.7 80.3 0 25982.7316254275 70.2361
"57" "Azerbaijan" 1993 NA 5.292e+09 NA NA NA 0 NA NA
"58" "Azerbaijan" 1994 NA 4.25e+09 NA NA NA 0 NA NA
"59" "Azerbaijan" 1995 NA 3.748e+09 NA NA NA 0 NA NA
"60" "Azerbaijan" 1996 NA 3.797e+09 NA NA NA 0 NA NA
"61" "Azerbaijan" 1997 NA 4.017e+09 NA NA NA 0 NA NA
"62" "Azerbaijan" 1998 NA 4.419e+09 NA NA NA 0 NA NA
"63" "Azerbaijan" 1999 NA 4.746e+09 NA NA NA 0 NA NA
"64" "Azerbaijan" 2000 NA 5.273e+09 NA NA NA 0 NA NA
"65" "Azerbaijan" 2001 NA 5.795e+09 NA NA NA 0 NA NA
"66" "Azerbaijan" 2002 NA 6.409e+09 NA NA NA 0 NA NA
"67" "Azerbaijan" 2003 NA 7.127e+09 NA NA NA 0 NA NA
"68" "Azerbaijan" 2004 NA 7.854e+09 NA NA NA 0 NA NA
"69" "Azerbaijan" 2005 NA 9.927e+09 NA NA NA 0 NA NA
"70" "Azerbaijan" 2006 8484550 1.335e+10 NA NA NA 0 1573.44820880306 NA
"71" "Belarus" 1993 NA 1.185e+10 NA NA NA 0 NA NA
"72" "Belarus" 1994 NA 1.047e+10 NA NA NA 0 NA NA
"73" "Belarus" 1995 NA 9.379e+09 NA NA NA 0 NA NA
"74" "Belarus" 1996 NA 9.641e+09 NA NA NA 0 NA NA
"75" "Belarus" 1997 NA 1.074e+10 NA NA NA 0 NA NA
"76" "Belarus" 1998 NA 1.164e+10 NA NA NA 0 NA NA
"77" "Belarus" 1999 NA 1.204e+10 NA NA NA 0 NA NA
"78" "Belarus" 2000 NA 1.274e+10 NA NA NA 0 NA NA
"79" "Belarus" 2001 NA 1.334e+10 NA NA NA 0 NA NA
"80" "Belarus" 2002 NA 1.401e+10 NA NA NA 0 NA NA
"81" "Belarus" 2003 NA 1.5e+10 NA NA NA 0 NA NA
"82" "Belarus" 2004 NA 1.672e+10 NA NA NA 0 NA NA
"83" "Belarus" 2005 NA 1.826e+10 NA NA NA 0 NA NA
"84" "Belarus" 2006 9732501 2.011e+10 NA NA NA 0 2066.27258502208 NA
"85" "Belgium" 1993 10084475 1.924e+11 61 8.6 50.8 1 19078.8315703098 55.754
"86" "Belgium" 1994 10115603 1.986e+11 61.8 9.8 52.8 1 19633.0362114844 55.7436
"87" "Belgium" 1995 10136811 2.033e+11 62.1 9.7 54.5 1 20055.6170969351 56.0763
"88" "Belgium" 1996 10156637 2.057e+11 62.3 9.5 56.6 1 20252.7667376514 56.3815
"89" "Belgium" 1997 10181245 2.126e+11 62.7 9.2 57.8 1 20881.5326612806 56.9316
"90" "Belgium" 1998 10203008 2.166e+11 63.5 9.3 56.7 1 21229.0336340028 57.5945
"91" "Belgium" 1999 10226419 2.233e+11 64.9 8.5 57.4 1 21835.6005166618 59.3835
"92" "Belgium" 2000 10251250 2.319e+11 65.1 6.9 58.5 0 22621.6315083526 60.6081
"93" "Belgium" 2001 10286570 2.344e+11 64.2 6.6 59.5 0 22786.9931376542 59.9628
"94" "Belgium" 2002 10332785 2.379e+11 64.8 7.5 60.8 0 23023.8023920947 59.94
"95" "Belgium" 2003 10376133 2.401e+11 64.9 8.2 62 1 23139.6417143072 59.5782
"96" "Belgium" 2004 10421137 2.463e+11 65.9 8.4 64.3 1 23634.6571396192 60.3644
"97" "Belgium" 2005 10478617 2.494e+11 66.7 8.4 66.1 1 23800.8508183857 61.0972
"98" "Belgium" 2006 10547958 2.573e+11 66.5 8.2 66.9 1 24393.3470345635 61.047
"99" "Bosnia and Herzegovina" 1993 NA NA NA NA NA 0 NA NA
"100" "Bosnia and Herzegovina" 1994 NA 1.251e+09 NA NA NA 0 NA NA
"101" "Bosnia and Herzegovina" 1995 NA 1.512e+09 NA NA NA 0 NA NA
"102" "Bosnia and Herzegovina" 1996 NA 2.81e+09 NA NA NA 0 NA NA
"103" "Bosnia and Herzegovina" 1997 3638588 3.777e+09 NA NA NA 0 1038.04003091309 NA
"104" "Bosnia and Herzegovina" 1998 NA 4.366e+09 NA NA NA 0 NA NA
"105" "Bosnia and Herzegovina" 1999 NA 4.785e+09 NA NA NA 0 NA NA
"106" "Bosnia and Herzegovina" 2000 NA 5.048e+09 NA NA NA 0 NA NA
"107" "Bosnia and Herzegovina" 2001 NA 5.271e+09 NA NA NA 0 NA NA
"108" "Bosnia and Herzegovina" 2002 NA 5.55e+09 NA NA NA 0 NA NA
"109" "Bosnia and Herzegovina" 2003 NA 5.772e+09 NA NA NA 0 NA NA
"110" "Bosnia and Herzegovina" 2004 NA 6.13e+09 NA NA NA 0 NA NA
"111" "Bosnia and Herzegovina" 2005 NA 6.436e+09 NA NA NA 0 NA NA
"112" "Bosnia and Herzegovina" 2006 NA 6.803e+09 NA NA NA 0 NA NA
"113" "Bulgaria" 1993 8472313 1.254e+10 NA NA NA 0 1480.11528846963 NA
"114" "Bulgaria" 1994 8443591 1.277e+10 NA NA NA 0 1512.38969296357 NA
"115" "Bulgaria" 1995 8406067 1.314e+10 NA NA NA 0 1563.15670574598 NA
"116" "Bulgaria" 1996 8362826 1.19e+10 NA NA NA 0 1422.96395979063 NA
"117" "Bulgaria" 1997 8312068 1.124e+10 NA NA NA 0 1352.25072749645 NA
"118" "Bulgaria" 1998 8256786 1.169e+10 NA NA NA 0 1415.80513289311 NA
"119" "Bulgaria" 1999 8210624 1.195e+10 NA NA NA 0 1455.43140204691 NA
"120" "Bulgaria" 2000 8170172 1.26e+10 60.7 16.4 67.5 1 1542.19519491144 50.7452
"121" "Bulgaria" 2001 8020282 1.312e+10 62.5 19.5 71 1 1635.85270443109 50.3125
"122" "Bulgaria" 2002 7868468 1.376e+10 61.9 18.1 71.6 1 1748.75210778007 50.6961
"123" "Bulgaria" 2003 7823557 1.445e+10 60.9 13.7 71.2 1 1846.98596814723 52.5567
"124" "Bulgaria" 2004 7781161 1.541e+10 61.8 12 71.7 1 1980.42425802525 54.384
"125" "Bulgaria" 2005 7739900 1.637e+10 62.1 10.1 72.5 1 2115.01440587088 55.8279
"126" "Bulgaria" 2006 7699020 1.737e+10 64.5 9 75.5 1 2256.13129982777 58.695
"127" "Croatia" 1993 4645155 1.378e+10 NA NA NA 0 2966.53179495625 NA
"128" "Croatia" 1994 4658893 1.46e+10 NA NA NA 0 3133.79165394011 NA
"129" "Croatia" 1995 4581167 1.559e+10 NA NA NA 0 3403.06301865878 NA
"130" "Croatia" 1996 4533028 1.651e+10 NA NA NA 0 3642.15707469709 NA
"131" "Croatia" 1997 4536812 1.763e+10 NA NA NA 0 3885.98866340505 NA
"132" "Croatia" 1998 4527459 1.807e+10 NA NA NA 0 3991.20124555518 NA
"133" "Croatia" 1999 4497735 1.791e+10 NA NA NA 0 3982.00427548533 NA
"134" "Croatia" 2000 4439576 1.843e+10 NA NA NA 0 4151.29733109648 NA
"135" "Croatia" 2001 4440776 1.925e+10 NA NA NA 0 4334.82796700396 NA
"136" "Croatia" 2002 4443150 2.032e+10 62.9 14.7 70.4 1 4573.33198294003 53.6537
"137" "Croatia" 2003 4442000 2.14e+10 62.4 14.1 70 1 4817.64970733904 53.6016
"138" "Croatia" 2004 4442842 2.222e+10 63.7 13.6 71.2 1 5001.30321987593 55.0368
"139" "Croatia" 2005 4443384 2.317e+10 63.3 12.6 72.8 1 5214.49417831095 55.3242
"140" "Croatia" 2006 4442061 2.423e+10 62.8 11.1 NA 1 5454.67520594607 55.8292
"141" "Cyprus" 1993 626088 6.765e+09 NA NA NA 0 10805.1903246828 NA
"142" "Cyprus" 1994 639172 7.165e+09 NA NA NA 0 11209.8151984129 NA
"143" "Cyprus" 1995 650866 7.602e+09 NA NA NA 0 11679.8234966952 NA
"144" "Cyprus" 1996 661323 7.746e+09 NA NA NA 0 11712.8846267255 NA
"145" "Cyprus" 1997 670764 7.932e+09 NA NA NA 0 11825.3215736086 NA
"146" "Cyprus" 1998 679039 8.328e+09 NA NA NA 0 12264.3912941672 NA
"147" "Cyprus" 1999 686680 8.712e+09 NA NA 59.9 0 12687.1322886934 NA
"148" "Cyprus" 2000 694023 9.147e+09 69.1 4.9 61.5 0 13179.6784832779 65.7141
"149" "Cyprus" 2001 701544 9.522e+09 70.6 3.8 62.9 0 13572.9191611645 67.9172
"150" "Cyprus" 2002 710338 9.722e+09 71.2 3.6 65.1 0 13686.4422289107 68.6368
"151" "Cyprus" 2003 722752 9.907e+09 72.4 4.1 64.7 0 13707.3297617993 69.4316
"152" "Cyprus" 2004 739771 1.027e+10 72.6 4.6 64.4 0 13882.674503326 69.2604
"153" "Cyprus" 2005 757795 NA 72.4 5.2 66.6 0 NA 68.6352
"154" "Cyprus" 2006 772549 NA 73 4.6 69.5 0 NA 69.642
"155" "Czech Republic" 1993 10329855 4.866e+10 NA NA NA 0 4710.61791283614 NA
"156" "Czech Republic" 1994 10333587 4.974e+10 NA NA NA 0 4813.43022514834 NA
"157" "Czech Republic" 1995 10327253 5.269e+10 NA NA NA 0 5102.03439385091 NA
"158" "Czech Republic" 1996 10315241 5.481e+10 NA NA NA 0 5313.49679566381 NA
"159" "Czech Republic" 1997 10304131 5.441e+10 NA NA NA 0 5280.40646998762 NA
"160" "Czech Republic" 1998 10294373 5.4e+10 72 6.4 85.6 0 5245.58416525222 67.392
"161" "Czech Republic" 1999 10283860 5.472e+10 72 8.6 86 1 5320.95925070936 65.808
"162" "Czech Republic" 2000 10272322 5.672e+10 71.30001 8.7 86.1 1 5521.63376498517 65.09690913
"163" "Czech Republic" 2001 10236491 5.811e+10 70.8 8 86.3 0 5676.7499722317 65.136
"164" "Czech Republic" 2002 10204853 5.922e+10 70.6 7.3 87.9 0 5803.12131884702 65.4462
"165" "Czech Republic" 2003 10207362 6.135e+10 70.2 7.8 88.5 0 6010.36781099759 64.7244
"166" "Czech Republic" 2004 10216016 6.394e+10 70 8.3 89.1 1 6258.79990790931 64.19
"167" "Czech Republic" 2005 10235828 6.782e+10 70.4 7.9 89.9 0 6625.74634900078 64.8384
"168" "Czech Republic" 2006 10269134 7.194e+10 70.3 7.1 90.3 0 7005.45927241771 65.3087
"169" "Denmark" 1993 5188628 1.279e+11 81.4 9.6 81.5 1 24650.0616347905 73.5856
"170" "Denmark" 1994 5206180 1.349e+11 79.5 7.7 76.4 0 25911.5128558751 73.3785
"171" "Denmark" 1995 5233373 1.391e+11 79.8 6.7 79.5 0 26579.4163725765 74.4534
"172" "Denmark" 1996 5263074 1.43e+11 79.8 6.3 77.6 0 27170.4330967036 74.7726
"173" "Denmark" 1997 5284991 1.476e+11 79.8 5.2 78.6 0 27928.1459514311 75.6504
"174" "Denmark" 1998 5304219 1.508e+11 79.7 4.9 78.5 0 28430.1986776941 75.7947
"175" "Denmark" 1999 5321799 1.546e+11 80.6 5.2 79.6 0 29050.326778595 76.4088
"176" "Denmark" 2000 5339616 1.601e+11 80 4.3 78.5 0 29983.4295200254 76.56
"177" "Denmark" 2001 5358783 1.612e+11 79.9 4.5 80.7 0 30081.4569278136 76.3045
"178" "Denmark" 2002 5375931 1.62e+11 79.6 4.6 81.1 0 30134.3153399848 75.9384
"179" "Denmark" 2003 5390574 1.631e+11 79.5 5.4 80.5 0 30256.5181370296 75.207
"180" "Denmark" 2004 5404523 1.661e+11 80.1 5.5 81.2 0 30733.5170929978 75.6945
"181" "Denmark" 2005 5419432 1.712e+11 79.8 4.8 81 0 31590.0264086716 75.9696
"182" "Denmark" 2006 5437272 1.767e+11 80.6 3.9 81.6 0 32497.9143953071 77.4566
"183" "Estonia" 1993 1494128 4.174e+09 NA NA NA 0 2793.60268999711 NA
"184" "Estonia" 1994 1462514 4.105e+09 NA NA NA 0 2806.81073822199 NA
"185" "Estonia" 1995 1436634 4.291e+09 NA NA NA 0 2986.84285628768 NA
"186" "Estonia" 1996 1415594 4.48e+09 NA NA NA 0 3164.74921481724 NA
"187" "Estonia" 1997 1399535 4.977e+09 NA 9.6 NA 1 3556.18116017106 NA
"188" "Estonia" 1998 1386156 5.198e+09 72.19999 9.2 83.9 1 3749.93867934056 65.55759092
"189" "Estonia" 1999 1375654 5.214e+09 70.4 11.3 84.8 1 3790.19724436523 62.4448
"190" "Estonia" 2000 1369515 5.623e+09 70.2 12.8 86.1 1 4105.83308689573 61.2144
"191" "Estonia" 2001 1364101 6.054e+09 70 12.4 87.1 1 4438.0877955518 61.32
"192" "Estonia" 2002 1358644 6.54e+09 69.3 10.3 87.6 1 4813.62299469177 62.1621
"193" "Estonia" 2003 1353557 7.003e+09 70.1 10 88.5 1 5173.77546715801 63.09
"194" "Estonia" 2004 1349290 7.568e+09 70 9.7 88.9 1 5608.87577911346 63.21
"195" "Estonia" 2005 1346097 8.36e+09 70.1 7.9 89.1 0 6210.54797685457 64.5621
"196" "Estonia" 2006 1343547 9.313e+09 72.4 5.9 88.5 0 6931.65181419035 68.1284
"197" "Finland" 1993 5066447 8.932e+10 72.6 16.3 NA 1 17629.7117092116 60.7662
"198" "Finland" 1994 5088333 9.283e+10 72 16.6 NA 1 18243.6959216309 60.048
"199" "Finland" 1995 5107790 9.603e+10 72.6 15.4 66.8 1 18800.6946252685 61.4196
"200" "Finland" 1996 5124573 9.967e+10 72.9 14.6 67.9 1 19449.4253472436 62.2566
"201" "Finland" 1997 5139835 1.058e+11 72.4 12.7 69.6 1 20584.3183681966 63.2052
"202" "Finland" 1998 5153498 1.111e+11 72.3 11.4 70.1 1 21558.1727207423 64.0578
"203" "Finland" 1999 5165474 1.148e+11 73.9 10.2 71.5 1 22224.4851101758 66.3622
"204" "Finland" 2000 5176209 1.206e+11 74.5 9.8 73.2 1 23298.9046616935 67.199
"205" "Finland" 2001 5188008 1.218e+11 75 9.1 73.8 1 23477.2190019753 68.175
"206" "Finland" 2002 5200598 1.245e+11 74.9 9.1 75 1 23939.5546435237 68.0841
"207" "Finland" 2003 5213014 1.275e+11 74.5 9 76 1 24458.0198710381 67.795
"208" "Finland" 2004 5228172 1.321e+11 74.2 8.8 77.6 1 25266.9575522764 67.6704
"209" "Finland" 2005 5246096 1.349e+11 74.7 8.4 78.8 1 25714.35978297 68.4252
"210" "Finland" 2006 5266268 1.423e+11 75.2 7.7 79.6 0 27021.0327313384 69.4096
"211" "France" 1993 57467085 1.109e+12 67.3 11 56 1 19298.0033701031 59.897
"212" "France" 1994 57658772 1.132e+12 67.5 11.6 57.6 1 19632.7455603806 59.67
"213" "France" 1995 57844247 1.157e+12 67.8 11 58.8 1 20001.989134719 60.342
"214" "France" 1996 58025989 1.169e+12 68.1 11.5 58.8 1 20146.1452040051 60.2685
"215" "France" 1997 58207490 1.195e+12 68.1 11.5 60 1 20530.0039565355 60.2685
"216" "France" 1998 58397788 1.237e+12 68.4 11 59.9 1 21182.3091655458 60.876
"217" "France" 1999 58673079 1.277e+12 68.7 10.4 60.9 1 21764.6665517588 61.5552
"218" "France" 2000 59049357 1.328e+12 68.7 9 62.2 1 22489.6606410126 62.517
"219" "France" 2001 59454461 1.353e+12 68.7 8.3 63.2 1 22756.9130598964 62.9979
"220" "France" 2002 59863266 1.366e+12 69.1 8.6 64.1 1 22818.6681294669 63.1574
"221" "France" 2003 60264196 1.381e+12 69.9 9 64.8 1 22915.762453713 63.609
"222" "France" 2004 60643307 1.413e+12 69.9 9.3 65.4 1 23300.180512913 63.3993
"223" "France" 2005 60995911 1.43e+12 70.1 9.2 66.4 1 23444.194480512 63.6508
"224" "France" 2006 61352572 1.459e+12 70 9.2 66.9 1 23780.5841293825 63.56
"225" "Georgia" 1993 NA 2.505e+09 NA NA NA 0 NA NA
"226" "Georgia" 1994 NA 2.245e+09 NA NA NA 0 NA NA
"227" "Georgia" 1995 NA 2.303e+09 NA NA NA 0 NA NA
"228" "Georgia" 1996 NA 2.561e+09 NA NA NA 0 NA NA
"229" "Georgia" 1997 NA 2.831e+09 NA NA NA 0 NA NA
"230" "Georgia" 1998 NA 2.918e+09 NA NA NA 0 NA NA
"231" "Georgia" 1999 NA 3.002e+09 NA NA NA 0 NA NA
"232" "Georgia" 2000 NA 3.057e+09 NA NA NA 0 NA NA
"233" "Georgia" 2001 NA 3.204e+09 NA NA NA 0 NA NA
"234" "Georgia" 2002 NA 3.38e+09 NA NA NA 0 NA NA
"235" "Georgia" 2003 NA 3.755e+09 NA NA NA 0 NA NA
"236" "Georgia" 2004 NA 3.975e+09 NA NA NA 0 NA NA
"237" "Georgia" 2005 NA 4.343e+09 NA NA NA 0 NA NA
"238" "Georgia" 2006 4397997 4.751e+09 NA NA NA 0 1080.26449313176 NA
"239" "Germany" 1993 81156363 1.645e+12 70.6 7.6 79.4 0 20269.5135561952 65.2344
"240" "Germany" 1994 81438348 1.689e+12 70.8 8.2 81.9 1 20739.6151994635 64.9944
"241" "Germany" 1995 81678051 1.72e+12 70.5 8 81.2 0 21058.2889643143 64.86
"242" "Germany" 1996 81914831 1.738e+12 70.4 8.7 78.5 1 21217.1590758699 64.2752
"243" "Germany" 1997 82034771 1.769e+12 70.6 9.3 80.4 1 21564.0267954182 64.0342
"244" "Germany" 1998 82047195 1.805e+12 70.8 9.1 NA 1 21999.5333173791 64.3572
"245" "Germany" 1999 82100243 1.841e+12 71.2 8.2 79.9 1 22423.8069551146 65.3616
"246" "Germany" 2000 82211508 1.9e+12 71.1 7.5 81.3 0 23111.1196743891 65.7675
"247" "Germany" 2001 82349925 1.924e+12 71.5 7.6 82.5 0 23363.7128388399 66.066
"248" "Germany" 2002 82488495 1.925e+12 71.69999 8.4 83 1 23336.5877265672 65.67719084
"249" "Germany" 2003 82534176 1.921e+12 72.1 9.3 83.5 1 23275.2066247078 65.3947
"250" "Germany" 2004 82516260 1.953e+12 72.6 9.7 83.9 1 23668.0625127702 65.5578
"251" "Germany" 2005 82469422 1.971e+12 74.3 10.7 83.1 1 23899.7673586217 66.3499
"252" "Germany" 2006 82376451 2.027e+12 75.3 9.8 83.3 1 24606.5468394602 67.9206
"253" "Greece" 1993 10465528 9.288e+10 59 8.6 39.1 1 8874.85084364592 53.926
"254" "Greece" 1994 10553035 9.474e+10 59.7 8.9 41.4 1 8977.51215645546 54.3867
"255" "Greece" 1995 10634385 9.673e+10 60.4 9.2 42.6 1 9095.96558710259 54.8432
"256" "Greece" 1996 10709173 9.901e+10 61.1 9.6 44.3 1 9245.34508873841 55.2344
"257" "Greece" 1997 10776504 1.026e+11 61.3 9.8 45.7 1 9520.71283971128 55.2926
"258" "Greece" 1998 10834880 1.061e+11 63.2 10.8 47.7 1 9792.44809356449 56.3744
"259" "Greece" 1999 10882580 1.097e+11 63.8 12 50.1 1 10080.3302158128 56.144
"260" "Greece" 2000 10917482 1.146e+11 63.8 11.2 51.6 1 10496.9259395161 56.6544
"261" "Greece" 2001 10949957 1.204e+11 63.3 10.7 52.1 1 10995.4769685397 56.5269
"262" "Greece" 2002 10987543 1.25e+11 64.2 10.3 53.9 1 11376.5197551445 57.5874
"263" "Greece" 2003 11023514 1.31e+11 65.2 9.7 55.7 1 11883.6879056896 58.8756
"264" "Greece" 2004 11061701 1.371e+11 66.5 10.5 59 1 12394.1155162303 59.5175
"265" "Greece" 2005 11103965 1.421e+11 66.8 9.8 60 1 12797.230538821 60.2536
"266" "Greece" 2006 11148460 1.482e+11 67 8.9 59 1 13293.3158481082 61.037
"267" "Hungary" 1993 10357523 3.77e+10 NA NA NA 0 3639.8664043517 NA
"268" "Hungary" 1994 10343355 3.881e+10 NA NA NA 0 3752.16745437046 NA
"269" "Hungary" 1995 10328965 3.939e+10 NA NA NA 0 3813.54763037729 NA
"270" "Hungary" 1996 10311238 3.991e+10 57.9 9.6 NA 1 3870.53426562358 52.3416
"271" "Hungary" 1997 10290486 4.174e+10 57.6 9 63.2 1 4056.17382891343 52.416
"272" "Hungary" 1998 10266570 4.377e+10 58.7 8.4 67.3 1 4263.35183026074 53.7692
"273" "Hungary" 1999 10237530 4.559e+10 59.8 6.9 73.2 0 4453.22260349909 55.6738
"274" "Hungary" 2000 10210971 4.796e+10 60.1 6.4 69.4 0 4696.90884441842 56.2536
"275" "Hungary" 2001 10187576 4.992e+10 59.6 5.7 70 0 4900.08614414263 56.2028
"276" "Hungary" 2002 10158608 5.209e+10 59.7 5.8 71.4 0 5127.6710352442 56.2374
"277" "Hungary" 2003 10129552 5.423e+10 60.6 5.9 74.1 0 5353.64249080315 57.0246
"278" "Hungary" 2004 10107146 5.688e+10 60.5 6.1 75.3 0 5627.70143025539 56.8095
"279" "Hungary" 2005 10087065 5.929e+10 61.3 7.2 76.4 0 5877.8247190833 56.8864
"280" "Hungary" 2006 10071370 6.161e+10 62 7.5 78.1 0 6117.34054056201 57.35
"281" "Iceland" 1993 263725 6.595e+09 NA NA NA 0 25007.1096786425 NA
"282" "Iceland" 1994 266021 6.826e+09 NA NA NA 0 25659.6283752035 NA
"283" "Iceland" 1995 267468 6.835e+09 NA NA NA 0 25554.4588511523 NA
"284" "Iceland" 1996 268916 7.163e+09 NA NA NA 0 26636.5705275997 NA
"285" "Iceland" 1997 271128 7.511e+09 NA NA NA 0 27702.7824496179 NA
"286" "Iceland" 1998 274047 7.944e+09 NA NA NA 0 28987.7283823578 NA
"287" "Iceland" 1999 277381 8.284e+09 NA NA 56.7 0 29865.0592506336 NA
"288" "Iceland" 2000 281205 8.628e+09 NA NA 55.8 0 30682.2424921321 NA
"289" "Iceland" 2001 284968 8.956e+09 NA NA 56.3 0 31428.090171528 NA
"290" "Iceland" 2002 287523 8.862e+09 NA NA 58.7 0 30821.8820755209 NA
"291" "Iceland" 2003 289521 9.13e+09 86.2 NA 59.6 0 31534.8454861651 NA
"292" "Iceland" 2004 292074 9.88e+09 84.9 NA 61 0 33827.0438313578 NA
"293" "Iceland" 2005 296734 1.043e+10 86 NA 62.9 0 35149.3256586707 NA
"294" "Iceland" 2006 NA 1.07e+10 87.1 NA NA 0 NA NA
"295" "Ireland" 1993 3576261 5.227e+10 61.2 15.6 44.5 1 14615.8236213744 51.6528
"296" "Ireland" 1994 3590386 5.528e+10 61.8 14.3 45.2 1 15396.6732267784 52.9626
"297" "Ireland" 1995 3608841 6.061e+10 61.9 12.3 47.3 1 16794.865720047 54.2863
"298" "Ireland" 1996 3637510 6.561e+10 62.5 11.7 50 1 18037.0638156321 55.1875
"299" "Ireland" 1997 3674269 7.328e+10 64.1 9.9 49.3 1 19944.1031671878 57.7541
"300" "Ireland" 1998 3712892 7.952e+10 65.6 7.5 NA 0 21417.2671868721 60.68
"301" "Ireland" 1999 3754982 8.805e+10 67.1 5.7 54.9 0 23448.8474245682 63.2753
"302" "Ireland" 2000 3805368 9.617e+10 68.2 4.2 57.6 0 25272.1944369112 65.3356
"303" "Ireland" 2001 3866425 1.021e+11 68.6 4 59.2 0 26406.8228402206 65.856
"304" "Ireland" 2002 3931771 1.084e+11 68.6 4.5 60.3 0 27570.2730398083 65.513
"305" "Ireland" 2003 3995699 1.132e+11 68.8 4.7 62.2 0 28330.4623296199 65.5664
"306" "Ireland" 2004 4068453 1.182e+11 69.5 4.5 63 0 29052.8119656292 66.3725
"307" "Ireland" 2005 4159096 1.247e+11 70.8 4.3 65.2 0 29982.4769613397 67.7556
"308" "Ireland" 2006 4261827 1.322e+11 71.80001 4.4 66.2 0 31019.5603904147 68.64080956
"309" "Italy" 1993 56831821 9.506e+11 58.3 9.8 32.5 1 16726.5447996115 52.5866
"310" "Italy" 1994 56843400 9.71e+11 57.8 10.6 34.8 1 17082.0183169902 51.6732
"311" "Italy" 1995 56844303 9.985e+11 57.8 11.2 36.3 1 17565.5245522141 51.3264
"312" "Italy" 1996 56860281 1.006e+12 58.1 11.2 37.8 1 17692.4908267689 51.5928
"313" "Italy" 1997 56890372 1.025e+12 58.2 11.3 39.6 1 18017.1084133533 51.6234
"314" "Italy" 1998 56906744 1.039e+12 59 11.3 41.5 1 18257.9414489081 52.333
"315" "Italy" 1999 56916317 1.059e+12 59.6 10.9 43.2 1 18606.2636484367 53.1036
"316" "Italy" 2000 56942108 1.097e+12 60.1 10.1 45.2 1 19265.1806989653 54.0299
"317" "Italy" 2001 56977217 1.117e+12 60.6 9.1 43 1 19604.3271120104 55.0854
"318" "Italy" 2002 57157406 1.121e+12 61.1 8.6 44.1 1 19612.5065577679 55.8454
"319" "Italy" 2003 57604658 1.121e+12 61.5 8.4 46.4 1 19460.2318444456 56.334
"320" "Italy" 2004 58175310 1.133e+12 62.7 8 49.3 0 19475.6160302369 57.684
"321" "Italy" 2005 58607043 1.133e+12 62.5 7.7 50.4 0 19332.1475031593 57.6875
"322" "Italy" 2006 58941499 1.154e+12 62.7 6.8 51.3 0 19578.7351794361 58.4364
"323" "Latvia" 1993 2563290 5.874e+09 NA NA NA 0 2291.58620366794 NA
"324" "Latvia" 1994 2520742 6.002e+09 NA NA NA 0 2381.04494628962 NA
"325" "Latvia" 1995 2485056 5.946e+09 NA NA NA 0 2392.70261917639 NA
"326" "Latvia" 1996 2457222 6.171e+09 NA NA NA 0 2511.37259881281 NA
"327" "Latvia" 1997 2432851 6.682e+09 NA NA NA 0 2746.57182046907 NA
"328" "Latvia" 1998 2410019 6.998e+09 69.8 14.3 82.6 1 2903.71154750232 59.8186
"329" "Latvia" 1999 2390482 7.327e+09 68.5 14 83.5 1 3065.07223229457 58.91
"330" "Latvia" 2000 2372985 7.833e+09 67.2 13.7 83.2 1 3300.90582114931 57.9936
"331" "Latvia" 2001 2355011 8.463e+09 67.7 12.9 79.6 1 3593.61378779122 58.9667
